celltype	marker_gene
NK_cells	CASP10
NK_cells	ATXN7L1
NK_cells	ATP10A
NK_cells	TBC1D20
NK_cells	HDAC10
NK_cells	ITPR3
NK_cells	10-Mar
NK_cells	ZNF76
NK_cells	TMEM229B
NK_cells	CDK5RAP3
NK_cells	ELF2
NK_cells	NSUN3
NK_cells	SNAPC5
NK_cells	GALNS
NK_cells	ARFGAP3
NK_cells	HMGCL
NK_cells	GSC
NK_cells	ZNF720
NK_cells	IDNK
NK_cells	DYRK1B
NK_cells	FRYL
NK_cells	UBE3B
NK_cells	GOLGA8R
NK_cells	TMEM223
NK_cells	PPP1R13B
NK_cells	VPS13A
NK_cells	FRMD8
NK_cells	CEBPZOS
NK_cells	ERMP1
NK_cells	RSRC2
NK_cells	SYS1
NK_cells	SMIM10L1
NK_cells	ARL4D
NK_cells	AKT3
NK_cells	ZNF880
NK_cells	OTUD5
NK_cells	PHKG2
NK_cells	IL21R-AS1
NK_cells	TBC1D17
NK_cells	GPN1
NK_cells	ACD
NK_cells	FAM167B
NK_cells	UBA6
NK_cells	ATRAID
NK_cells	THAP1
NK_cells	SH2B1
NK_cells	MAP4
NK_cells	RPUSD2
NK_cells	PPP1R9A
NK_cells	CCZ1B
NK_cells	SETD3
NK_cells	ACAD8
NK_cells	RABL2B
NK_cells	ZNF701
NK_cells	LRRC37B
NK_cells	FCHSD1
NK_cells	IAH1
NK_cells	TRAPPC3
NK_cells	EFCAB14
NK_cells	YIPF4
NK_cells	INTS4
NK_cells	DGKK
NK_cells	POLG
NK_cells	ZNF568
NK_cells	GSTM2
NK_cells	BROX
NK_cells	CCDC130
NK_cells	ZFAND3
NK_cells	NBR1
NK_cells	ABCA5
NK_cells	RBM4
NK_cells	SOX13
NK_cells	APOBEC3D
NK_cells	ZNF699
NK_cells	CYP2R1
NK_cells	PDCL3
NK_cells	ZNF335
NK_cells	POMGNT1
NK_cells	GAK
NK_cells	PPP6R1
NK_cells	EZH1
NK_cells	ABHD12
NK_cells	RNF4
NK_cells	POLR2M
NK_cells	SENP5
NK_cells	KLHDC7B
NK_cells	EXOC4
NK_cells	CREBZF
NK_cells	MFF
NK_cells	GRAMD2B
NK_cells	LRIF1
NK_cells	RGL2
NK_cells	ZNF571
NK_cells	PCYT1A
NK_cells	DPP8
NK_cells	CCDC82
NK_cells	IP6K1
NK_cells	TNFSF12
NK_cells	DDRGK1
NK_cells	FASTK
NK_cells	FAM98C
NK_cells	NAPB
NK_cells	PTGER1
NK_cells	ACTR1A
NK_cells	ZNF800
NK_cells	NSD1
NK_cells	CASTOR3
NK_cells	SLC39A13
NK_cells	TSNAX
NK_cells	RXRB
NK_cells	CLN3
NK_cells	SNRNP35
NK_cells	VPS8
NK_cells	NUDT18
NK_cells	TMEM199
NK_cells	BCO2
NK_cells	TMOD3
NK_cells	UBE2D3-AS1
NK_cells	SREK1IP1
NK_cells	TRIM17
NK_cells	EPG5
NK_cells	IREB2
NK_cells	WRAP73
NK_cells	VTI1A
NK_cells	NTPCR
NK_cells	RTN4RL2
NK_cells	GFER
NK_cells	PMS2
NK_cells	NEMF
NK_cells	CHST10
NK_cells	PDK2
NK_cells	UBR1
NK_cells	ZNF213-AS1
NK_cells	YJU2
NK_cells	NUTM2B-AS1
NK_cells	SIKE1
NK_cells	CC2D1A
NK_cells	WDTC1
NK_cells	DNTTIP2
NK_cells	CTR9
NK_cells	USP34
NK_cells	ASCC1
NK_cells	DCBLD1
NK_cells	MED23
NK_cells	ACYP2
NK_cells	ANKRD20A4
NK_cells	ZMYND11
NK_cells	LIPE
NK_cells	MPV17
NK_cells	ALKBH5
NK_cells	RAB5A
NK_cells	RRP8
NK_cells	CCNL2
NK_cells	HLCS
NK_cells	TTC13
NK_cells	ZNF292
NK_cells	HEATR9
NK_cells	KLHL28
NK_cells	S100PBP
NK_cells	RCHY1
NK_cells	PDE6B
NK_cells	FBXL20
NK_cells	TSHZ1
NK_cells	HBP1
NK_cells	RELA
NK_cells	SLC5A3
NK_cells	DNAJC14
NK_cells	ZNF786
NK_cells	INPP1
NK_cells	LLGL1
NK_cells	TMEM216
NK_cells	LINC02580
NK_cells	MED27
NK_cells	FAM133B
NK_cells	CA13
NK_cells	TAF12
NK_cells	PJA1
NK_cells	ERCC3
NK_cells	EDRF1
NK_cells	ETNK1
NK_cells	AP4B1
NK_cells	LINC00672
NK_cells	RTP4
NK_cells	DHX38
NK_cells	GLS
NK_cells	EFNA4
NK_cells	F8A1
NK_cells	THAP3
NK_cells	ALG12
NK_cells	MUS81
NK_cells	PPP1R10
NK_cells	MLYCD
NK_cells	WDR55
NK_cells	HECTD1
NK_cells	BTN2A1
NK_cells	COQ7
NK_cells	PEX19
NK_cells	PIK3C2A
NK_cells	LINC00339
NK_cells	RIPK1
NK_cells	UCP3
NK_cells	SMYD4
NK_cells	DOCK11
NK_cells	LSM8
NK_cells	SLC9A9
NK_cells	HSCB
NK_cells	TRMT13
NK_cells	TIAL1
NK_cells	XRN1
NK_cells	ZNF570
NK_cells	REX1BD
NK_cells	TMEM87A
NK_cells	PIP4K2C
NK_cells	SLC2A13
NK_cells	MUL1
NK_cells	CAPN5
NK_cells	CBX8
NK_cells	GOLGA8M
NK_cells	OSBPL2
NK_cells	SNX6
NK_cells	DNAL4
NK_cells	FAM78A
NK_cells	CRCP
NK_cells	WASH9P
NK_cells	VCPIP1
NK_cells	SESN1
NK_cells	UEVLD
NK_cells	PREP
NK_cells	SEC24C
NK_cells	ZNF148
NK_cells	ZNF611
NK_cells	LRCH3
NK_cells	SLC39A10
NK_cells	TMEM259
NK_cells	VPS26C
NK_cells	GLYCTK
NK_cells	MBD5
NK_cells	SARNP
NK_cells	ZNF71
NK_cells	ZNF721
NK_cells	ZNF626
NK_cells	ATXN1L
NK_cells	SMARCA2
NK_cells	DMTF1
NK_cells	PLEKHA3
NK_cells	RMC1
NK_cells	PDP2
NK_cells	VPS36
NK_cells	ZNF414
NK_cells	GLUD1
NK_cells	ZNF875
NK_cells	LINC01597
NK_cells	PI4KB
NK_cells	CXorf40A
NK_cells	RGP1
NK_cells	SYCP2
NK_cells	ZNF808
NK_cells	CXorf40B
NK_cells	C15orf40
NK_cells	SLC25A53
NK_cells	CHD6
NK_cells	MTG1
NK_cells	ATG13
NK_cells	ZNF74
NK_cells	RSAD1
NK_cells	NOL12
NK_cells	ZNF322
NK_cells	CFAP410
NK_cells	TANC2
NK_cells	TOR1B
NK_cells	CDPF1
NK_cells	RIPK3
NK_cells	ARRDC1-AS1
NK_cells	IFFO1
NK_cells	TTC31
NK_cells	HSD11B1-AS1
NK_cells	C1RL-AS1
NK_cells	RAB2B
NK_cells	GPBP1L1
NK_cells	DGLUCY
NK_cells	ACOT8
NK_cells	PIK3R3
NK_cells	CNNM3
NK_cells	GPR89B
NK_cells	UBE2G1
NK_cells	ZNF641
NK_cells	RING1
NK_cells	MR1
NK_cells	PAPOLG
NK_cells	GSKIP
NK_cells	UBR2
NK_cells	SNX14
NK_cells	KCTD17
NK_cells	SMCR5
NK_cells	PARN
NK_cells	TDP2
NK_cells	EXOC2
NK_cells	UGDH
NK_cells	CLP1
NK_cells	RETREG2
NK_cells	DUSP28
NK_cells	RPAP2
NK_cells	BTD
NK_cells	METRN
NK_cells	CREB3
NK_cells	GSK3B
NK_cells	XAB2
NK_cells	RPH3AL
NK_cells	BCAS3
NK_cells	IL17C
NK_cells	ZNF684
NK_cells	ELP3
NK_cells	FAM98B
NK_cells	AP2A2
NK_cells	BIRC6
NK_cells	TENT2
NK_cells	RPRD1A
NK_cells	ANKMY1
NK_cells	GTPBP6
NK_cells	ABCA3
NK_cells	HCFC2
NK_cells	NAA60
NK_cells	MCM9
NK_cells	NLRP2
NK_cells	AP5M1
NK_cells	VPS37A
NK_cells	MAMDC2-AS1
NK_cells	FBXL17
NK_cells	ZNF28
NK_cells	MAP3K6
NK_cells	C3orf38
NK_cells	TMEM161B
NK_cells	ERCC5
NK_cells	AP5Z1
NK_cells	SEPSECS-AS1
NK_cells	RNF25
NK_cells	NAGPA
NK_cells	BLOC1S3
NK_cells	CLASP2
NK_cells	MICALL1
NK_cells	BRD9
NK_cells	AUH
NK_cells	FAM160B2
NK_cells	NACC1
NK_cells	LATS1
NK_cells	C9orf85
NK_cells	RANBP3
NK_cells	TMEM203
NK_cells	CHPF2
NK_cells	INPP5B
NK_cells	CC2D1B
NK_cells	PPP2R2D
NK_cells	WDR20
NK_cells	ALKAL2
NK_cells	SPATA2L
NK_cells	FAM110C
NK_cells	ARSK
NK_cells	DXO
NK_cells	ZNRD1ASP
NK_cells	NFKBIL1
NK_cells	POU5F2
NK_cells	WIPF2
NK_cells	CPTP
NK_cells	HMGCS1
NK_cells	AC009275.1
NK_cells	GRIPAP1
NK_cells	LINC00680
NK_cells	SLC25A22
NK_cells	COQ8B
NK_cells	TRPV3
NK_cells	FAM8A1
NK_cells	ACTL10
NK_cells	VPS11
NK_cells	NDUFAF5
NK_cells	PEX14
NK_cells	DDHD2
NK_cells	AKT1
NK_cells	SWSAP1
NK_cells	STRIP1
NK_cells	POM121C
NK_cells	HOXC5
NK_cells	P3H1
NK_cells	CHIC1
NK_cells	MFSD11
NK_cells	LINGO3
NK_cells	TVP23B
NK_cells	NKAP
NK_cells	RDH5
NK_cells	ESS2
NK_cells	ITPRIPL1
NK_cells	PLCXD2
NK_cells	AAR2
NK_cells	ILRUN
NK_cells	SNX11
NK_cells	COX6A2
NK_cells	MED7
NK_cells	DNAJC24
NK_cells	ARHGAP44
NK_cells	LINC01307
NK_cells	PGAP3
NK_cells	IKBKB
NK_cells	DDX60
NK_cells	ALG1L
NK_cells	TESK1
NK_cells	CXorf56
NK_cells	TIRAP
NK_cells	TRIM33
NK_cells	UBA6-AS1
NK_cells	GHSR
NK_cells	SLC35A3
NK_cells	TRPM7
NK_cells	SLC51A
NK_cells	CATSPER2
NK_cells	KBTBD4
NK_cells	ZNF518A
NK_cells	TRIM52
NK_cells	B3GLCT
NK_cells	APOBEC3F
NK_cells	RDH14
NK_cells	ANKRD52
NK_cells	BRCC3
NK_cells	YKT6
NK_cells	KRBOX4
NK_cells	TRGV7
NK_cells	WASHC1
NK_cells	TRIM21
NK_cells	ZNF566
NK_cells	SMURF2
NK_cells	FSIP1
NK_cells	PDZK1
NK_cells	DHRS4-AS1
NK_cells	SAMD10
NK_cells	TTLL3
NK_cells	ZNF527
NK_cells	GLI4
NK_cells	NRBF2
NK_cells	SHLD3
NK_cells	ZFPL1
NK_cells	ZNF35
NK_cells	TBRG1
NK_cells	AC091021.1
NK_cells	TVP23C
NK_cells	DOLK
NK_cells	HIST1H4J
NK_cells	CIZ1
NK_cells	SFSWAP
NK_cells	EFNA3
NK_cells	ZNF578
NK_cells	APOC2
NK_cells	ZNF567
NK_cells	AC004475.1
NK_cells	ZNF561
NK_cells	BCAN
NK_cells	ZNF442
NK_cells	ZNF18
NK_cells	SARM1
NK_cells	NDUFB2-AS1
NK_cells	GIGYF1
NK_cells	ACTR8
NK_cells	DDX19A
NK_cells	HMGN4
NK_cells	ZBTB14
NK_cells	TM9SF1
NK_cells	FAT4
NK_cells	NOMO3
NK_cells	KAT7
NK_cells	TYW5
NK_cells	ZNF548
NK_cells	ZBTB4
NK_cells	DLGAP1-AS2
NK_cells	NAGS
NK_cells	C11orf98
NK_cells	ECD
NK_cells	LYSMD3
NK_cells	NARF-AS1
NK_cells	PCCA
NK_cells	SPATA46
NK_cells	LINC01004
NK_cells	RC3H2
NK_cells	AC034102.1
NK_cells	PRRC2B
NK_cells	ARHGAP12
NK_cells	GPATCH2
NK_cells	MFSD13A
NK_cells	CRTC2
NK_cells	FBXL6
NK_cells	ALG11
NK_cells	ZNF845
NK_cells	FAM111A-DT
NK_cells	HINFP
NK_cells	YIPF1
NK_cells	ARID2
NK_cells	KIAA1147
NK_cells	DCTN1
NK_cells	NPTXR
NK_cells	HOMER1
NK_cells	PTPRR
NK_cells	TRAPPC13
NK_cells	LINC00909
NK_cells	LINC00910
NK_cells	POGLUT1
NK_cells	ZNF227
NK_cells	IBA57
NK_cells	TPRG1L
NK_cells	ERCC6
NK_cells	LINC00324
NK_cells	PRKRIP1
NK_cells	FUBP3
NK_cells	SH3BP5L
NK_cells	NCR3LG1
NK_cells	MAST2
NK_cells	ZNF668
NK_cells	HIST1H3A
NK_cells	PKDREJ
NK_cells	LINC01251
NK_cells	TAOK2
NK_cells	SLC13A3
NK_cells	C1orf50
NK_cells	BICRAL
NK_cells	RTL6
NK_cells	RBM33
NK_cells	ZNF230
NK_cells	CCDC78
NK_cells	PRR5-ARHGAP8
NK_cells	KCTD7
NK_cells	SLC9A9-AS2
NK_cells	SETD4
NK_cells	TNKS
NK_cells	EIF3C
NK_cells	AMOT
NK_cells	S1PR2
NK_cells	WARS2-AS1
NK_cells	SEC23IP
NK_cells	CCDC127
NK_cells	SIRT5
NK_cells	CDKAL1
NK_cells	ZNF853
NK_cells	LINC01973
NK_cells	LINC01389
NK_cells	GAN
NK_cells	TMEM171
NK_cells	PANO1
NK_cells	ZNF408
NK_cells	CHKB
NK_cells	TYSND1
NK_cells	LZTR1
NK_cells	LPP-AS1
NK_cells	TCEANC
NK_cells	NAIF1
NK_cells	ZNF528
NK_cells	FGFBP1
NK_cells	UBIAD1
NK_cells	ZMYM1
NK_cells	LRCH1
NK_cells	LINC00526
NK_cells	KIZ-AS1
NK_cells	PPP2R2A
NK_cells	USP33
NK_cells	ZNF582
NK_cells	ASB7
NK_cells	CCDC142
NK_cells	LIN37
NK_cells	TUT1
NK_cells	C19orf84
NK_cells	ZNF211
NK_cells	RPS6KB2-AS1
NK_cells	DHDDS
NK_cells	HMGXB3
NK_cells	LRFN1
NK_cells	RGS17
NK_cells	CCDC61
NK_cells	NUMBL
NK_cells	MRGBP
NK_cells	TMEM117
NK_cells	POLR3A
NK_cells	SCYL3
NK_cells	GATAD1
NK_cells	VPS13A-AS1
NK_cells	ZZEF1
NK_cells	BBS9
NK_cells	KANSL2
NK_cells	DHFR2
NK_cells	PWP2
NK_cells	PICK1
NK_cells	CATSPERG
NK_cells	NDUFAF7
NK_cells	ZNF133
NK_cells	FAM13B
NK_cells	ZNF792
NK_cells	ZNF571-AS1
NK_cells	LINC00469
NK_cells	RUNDC3B
NK_cells	AARD
NK_cells	TIMM23B
NK_cells	CASD1
NK_cells	LINC02193
NK_cells	ACADSB
NK_cells	METTL14
NK_cells	LINC00852
NK_cells	RNFT1-DT
NK_cells	CCDC84
NK_cells	SKIV2L
NK_cells	ZNF541
NK_cells	MIEF2
NK_cells	LRRC7
NK_cells	ZNF426-DT
NK_cells	DHRS2
NK_cells	LINC02681
NK_cells	DIABLO
NK_cells	FLVCR1-DT
NK_cells	C14orf28
NK_cells	MTOR
NK_cells	TRAF6
NK_cells	SLC25A12
NK_cells	LIPT1
NK_cells	C2orf42
NK_cells	LYRM2
NK_cells	GBA2
NK_cells	ZNF234
NK_cells	ZFP64
NK_cells	TTC5
NK_cells	PRH1
NK_cells	LINC00893
NK_cells	KDM4A
NK_cells	ZNF621
NK_cells	PDSS2
NK_cells	STK19
NK_cells	FHAD1
NK_cells	TUBGCP6
NK_cells	HIST4H4
NK_cells	ZNF197
NK_cells	ZNF468
NK_cells	SLAIN2
NK_cells	DEDD
NK_cells	TEFM
NK_cells	DENND6A
NK_cells	ATE1
NK_cells	EPS8L1
NK_cells	MICA
NK_cells	KDM8
NK_cells	ELMOD2
NK_cells	COX16
NK_cells	EDRF1-DT
NK_cells	SLC25A32
NK_cells	ZNF782
NK_cells	UPK3BL1
NK_cells	LEMD2
NK_cells	UPK2
NK_cells	ABCF3
NK_cells	ALOX12-AS1
NK_cells	GOSR1
NK_cells	ENTPD3-AS1
NK_cells	CYP51A1-AS1
NK_cells	CEP164
NK_cells	CCDC157
NK_cells	DDX59
NK_cells	ERICH6
NK_cells	CAPN10
NK_cells	ZNF615
NK_cells	BHLHE40-AS1
NK_cells	ARMS2
NK_cells	TMEM234
NK_cells	CNOT6
NK_cells	RFX3-AS1
NK_cells	ZNF195
NK_cells	ZNF362
NK_cells	MC1R
NK_cells	KIAA1328
NK_cells	MTHFSD
NK_cells	AC021393.1
NK_cells	CSF2
NK_cells	LINC01821
NK_cells	C11orf68
NK_cells	EID2B
NK_cells	SLC16A8
NK_cells	ATR
NK_cells	KRT74
NK_cells	WEE2-AS1
NK_cells	LINC00921
NK_cells	UTP23
NK_cells	CCNB3
NK_cells	PIAS4
NK_cells	CDC73
NK_cells	ZNF575
NK_cells	ABHD18
NK_cells	GOLGA3
NK_cells	GPATCH3
NK_cells	ZBTB22
NK_cells	HYPK
NK_cells	ZNF57
NK_cells	ZNF324B
NK_cells	ZNF614
NK_cells	INO80B
NK_cells	LINC02591
NK_cells	TDRD3
NK_cells	ZNF398
NK_cells	LINC00545
NK_cells	MCF2
NK_cells	MTERF1
NK_cells	KHNYN
NK_cells	FAM53B-AS1
NK_cells	KAT14
NK_cells	CTBP1-AS
NK_cells	HUS1B
NK_cells	ZNF829
NK_cells	CHM
NK_cells	RALGAPB
NK_cells	ZNF354B
NK_cells	DCAF15
NK_cells	HIF1AN
NK_cells	DMGDH
NK_cells	VXN
NK_cells	CYP2F1
NK_cells	KYAT1
NK_cells	ZNF841
NK_cells	TMEM213
NK_cells	ZNF155
NK_cells	SERINC4
NK_cells	BIN3
NK_cells	ANKRD40
NK_cells	CCDC160
NK_cells	PTER
NK_cells	TCTE3
NK_cells	MEG8
NK_cells	LINC01422
NK_cells	SLC20A2
NK_cells	ZC3H10
NK_cells	MED9
NK_cells	VAMP4
NK_cells	PRSS40A
NK_cells	SCG2
NK_cells	URB1-AS1
NK_cells	ZBTB39
NK_cells	HSD17B1
NK_cells	TSTD2
NK_cells	ZNF490
NK_cells	ZNF484
NK_cells	KRTDAP
NK_cells	RPEL1
NK_cells	PSD
NK_cells	ZFY-AS1
NK_cells	ZBTB6
NK_cells	ZNF236
NK_cells	WWC1
NK_cells	ZKSCAN2-DT
NK_cells	CMC4
NK_cells	LIX1L
NK_cells	ZSCAN32
NK_cells	ZNF284
NK_cells	PLEKHM3
NK_cells	AMACR
NK_cells	ERICH2
NK_cells	STK31
NK_cells	VPS13B
NK_cells	CCDC3
NK_cells	MSANTD2
NK_cells	NR2C2
NK_cells	SEMA3E
NK_cells	RWDD2B
NK_cells	CCDC30
NK_cells	GNRH1
NK_cells	LBX2
NK_cells	MEIOC
NK_cells	HARS2
NK_cells	ZNF235
NK_cells	LINC02125
NK_cells	EDRF1-AS1
NK_cells	FAM120B
NK_cells	TTC21B
NK_cells	ZNF823
NK_cells	ABCC11
NK_cells	FBXW8
NK_cells	DCAF17
NK_cells	ZNF619
NK_cells	CCER2
NK_cells	AMDHD1
NK_cells	PIK3C3
NK_cells	VPS45
NK_cells	HAP1
NK_cells	TAS2R4
NK_cells	DNAH1
NK_cells	LINC00237
NK_cells	UNC80
NK_cells	ZNF286A
NK_cells	ZNF407
NK_cells	TAF1C
NK_cells	RDH16
NK_cells	LYG1
NK_cells	MEF2B
NK_cells	ZSWIM3
NK_cells	PGC
NK_cells	PLGLB1
NK_cells	LINC02033
NK_cells	H2AFB3
NK_cells	UBE2F-SCLY
NK_cells	INVS
NK_cells	KLRC4-KLRK1
NK_cells	IRGM
Plasma_Cell	MZB1
Plasma_Cell	SSR4
Plasma_Cell	IGKC
Plasma_Cell	JCHAIN
Plasma_Cell	FKBP11
Plasma_Cell	SEC11C
Plasma_Cell	IGHG1
Plasma_Cell	IGHA1
Plasma_Cell	DERL3
Plasma_Cell	TNFRSF17
Plasma_Cell	SDC1
Plasma_Cell	IGLC2
Plasma_Cell	SPAG4
Plasma_Cell	SCNN1B
Plasma_Cell	JSRP1
Plasma_Cell	IGHG3
Plasma_Cell	PRDX4
Plasma_Cell	HSP90B1
Plasma_Cell	IGLC3
Plasma_Cell	HERPUD1
Plasma_Cell	FAM92B
Plasma_Cell	XBP1
Plasma_Cell	IGHA2
Plasma_Cell	FKBP2
Plasma_Cell	IGF1
Plasma_Cell	AMPD1
Plasma_Cell	LINC00582
Plasma_Cell	IGHG2
Plasma_Cell	ANKRD28
Plasma_Cell	DPEP1
Plasma_Cell	RASGRP3
Plasma_Cell	PARM1
Plasma_Cell	CTHRC1
Plasma_Cell	IGKV1-12
Plasma_Cell	CHPF
Plasma_Cell	DNAAF1
Plasma_Cell	MANF
Plasma_Cell	FCRL5
Plasma_Cell	IGHG4
Plasma_Cell	MYDGF
Plasma_Cell	KDELR3
Plasma_Cell	SPCS2
Plasma_Cell	BHLHE41
Plasma_Cell	PDIA4
Plasma_Cell	BRSK1
Plasma_Cell	ABCB9
Plasma_Cell	CRELD2
Plasma_Cell	IGLL5
Plasma_Cell	ITGA8
Plasma_Cell	SELENOS
Plasma_Cell	IGLV6-57
Plasma_Cell	AC012236.1
Plasma_Cell	UBE2J1
Plasma_Cell	CADPS2
Plasma_Cell	GPRC5D
Plasma_Cell	AP002852.1
Plasma_Cell	KCNN3
Plasma_Cell	ERLEC1
Plasma_Cell	SDF2L1
Plasma_Cell	IGHGP
Plasma_Cell	SSR3
Plasma_Cell	SLAMF7
Plasma_Cell	TXNDC5
Plasma_Cell	IGHD
Plasma_Cell	HID1
Plasma_Cell	SPCS3
Plasma_Cell	IGHM
Plasma_Cell	LYPD6B
Plasma_Cell	MOXD1
Plasma_Cell	CLDN3
Plasma_Cell	MIXL1
Plasma_Cell	MYL2
Plasma_Cell	DNAJB9
Plasma_Cell	PLA2G2D
Plasma_Cell	IGLV5-48
Plasma_Cell	LMAN1
Plasma_Cell	IGKV4-1
Plasma_Cell	FRGCA
Plasma_Cell	ELL2
Plasma_Cell	PDIA6
Plasma_Cell	LINC02362
Plasma_Cell	NXPE4
Plasma_Cell	TMED9
Plasma_Cell	IGKV3-20
Plasma_Cell	IGHV3-23
Plasma_Cell	UGT2B17
Plasma_Cell	LMF1
Plasma_Cell	IGLV1-51
Plasma_Cell	IGKV1-39
Plasma_Cell	ARX
Plasma_Cell	IGKV3-15
Plasma_Cell	CLDN14
Plasma_Cell	PLAAT2
Plasma_Cell	PERP
Plasma_Cell	IGLV2-14
Plasma_Cell	SPATS2
Plasma_Cell	IGLV3-21
Plasma_Cell	IGKV1-5
Plasma_Cell	GMPPB
Plasma_Cell	LINC01480
Plasma_Cell	CCR10
Plasma_Cell	KDELR2
Plasma_Cell	TXNDC15
Plasma_Cell	KRTCAP2
Plasma_Cell	TAS1R3
Plasma_Cell	IGHV1-24
Plasma_Cell	RABAC1
Plasma_Cell	KDELR1
Plasma_Cell	WNT10A
Plasma_Cell	PIK3CD-AS2
Plasma_Cell	PRSS16
Plasma_Cell	PAIP2B
Plasma_Cell	TGFBR3L
Plasma_Cell	MEI1
Plasma_Cell	IGLV1-44
Plasma_Cell	CST6
Plasma_Cell	ARSA
Plasma_Cell	LMAN2
Plasma_Cell	TUBB2B
Plasma_Cell	MANEA
Plasma_Cell	TXNDC11
Plasma_Cell	KCNMA1
Plasma_Cell	LMTK3
Plasma_Cell	CADM1
Plasma_Cell	IGHV3-7
Plasma_Cell	IL5RA
Plasma_Cell	IGKV1D-8
Plasma_Cell	HM13
Plasma_Cell	SPACA3
Plasma_Cell	HDLBP
Plasma_Cell	IGKV3D-15
Plasma_Cell	TMEM52
Plasma_Cell	LINC01055
Plasma_Cell	SLC17A9
Plasma_Cell	IGHV4-39
Plasma_Cell	ESRP1
Plasma_Cell	LEFTY2
Plasma_Cell	IGLV1-40
Plasma_Cell	IGLV3-1
Plasma_Cell	CHAC1
Plasma_Cell	IGHV3-21
Plasma_Cell	IGKV3D-11
Plasma_Cell	LINC01754
Plasma_Cell	IGKV3-11
Plasma_Cell	IGLV5-45
Plasma_Cell	IGLV2-8
Plasma_Cell	IGHV3-15
Plasma_Cell	IGKV1D-39
Plasma_Cell	SEL1L
Plasma_Cell	UBE2QL1
Plasma_Cell	IGKV2-30
Plasma_Cell	ZNF215
Plasma_Cell	IGHV4-34
Plasma_Cell	GPR160
Plasma_Cell	TTLL7
Plasma_Cell	SRPRB
Plasma_Cell	IGLV1-47
Plasma_Cell	PSAT1
Plasma_Cell	IGHV3-30
Plasma_Cell	IGHV3-43
Plasma_Cell	WFS1
Plasma_Cell	IGHV3-48
Plasma_Cell	FBXO16
Plasma_Cell	ATF4
Plasma_Cell	IGHV1-18
Plasma_Cell	ALDH1L2
Plasma_Cell	CCDC39
Plasma_Cell	IFNG-AS1
Plasma_Cell	CCDC110
Plasma_Cell	IGKV2D-28
Plasma_Cell	DCC
Plasma_Cell	OVOL1
Plasma_Cell	IGHV3-33
Plasma_Cell	PDK1
Plasma_Cell	LINC00309
Plasma_Cell	IGKV1D-33
Plasma_Cell	MKX
Plasma_Cell	RAB26
Plasma_Cell	PLPP2
Plasma_Cell	SMPDL3B
Plasma_Cell	SIL1
Plasma_Cell	C3orf70
Plasma_Cell	IGHV5-51
Plasma_Cell	IGLV1-41
Plasma_Cell	DDOST
Plasma_Cell	SLC22A17
Plasma_Cell	IGHV4-59
Plasma_Cell	LSAMP
Plasma_Cell	IGKV1D-13
Plasma_Cell	IGKV2-28
Plasma_Cell	IGLV3-9
Plasma_Cell	IGLV2-11
Plasma_Cell	IGKV2D-30
Plasma_Cell	IGLV3-25
Plasma_Cell	CARMIL1
Plasma_Cell	MAN1A1
Plasma_Cell	C11orf80
Plasma_Cell	IGHV6-1
Plasma_Cell	CNKSR1
Plasma_Cell	PAEP
Plasma_Cell	OXCT2
Plasma_Cell	FOXP2
Plasma_Cell	SLC22A31
Plasma_Cell	TBCEL
Plasma_Cell	IGHV3-20
Plasma_Cell	SLC25A4
Plasma_Cell	PCAT6
Plasma_Cell	TSHR
Plasma_Cell	IGHV4-4
Plasma_Cell	ATAD3C
Plasma_Cell	PREB
Plasma_Cell	NUGGC
Plasma_Cell	IGHV2-5
Plasma_Cell	SEC62
Plasma_Cell	IGHV3-53
Plasma_Cell	ADM2
Plasma_Cell	CLPTM1L
Plasma_Cell	IGLV2-23
Plasma_Cell	TRAM2
Plasma_Cell	IGKV1-9
Plasma_Cell	IGHV3-11
Plasma_Cell	IGHV3-74
Plasma_Cell	NEU1
Plasma_Cell	SEC61A1
Plasma_Cell	LINC01485
Plasma_Cell	IGLV3-19
Plasma_Cell	IGHV3-66
Plasma_Cell	B4GALT7
Plasma_Cell	ANKRD37
Plasma_Cell	C12orf77
Plasma_Cell	IGKV1D-12
Plasma_Cell	IGHV1-69-2
Plasma_Cell	EIF2AK3
Plasma_Cell	IGKV1-6
Plasma_Cell	IGHV4-31
Plasma_Cell	TMEM208
Plasma_Cell	MYO1D
Plasma_Cell	TXLNB
Plasma_Cell	IGHV5-10-1
Plasma_Cell	IGKV2-29
Plasma_Cell	FICD
Plasma_Cell	IGKV2-24
Plasma_Cell	IGHV1-3
Plasma_Cell	HOXD1
Plasma_Cell	MSLN
Plasma_Cell	CLVS1
Plasma_Cell	UFM1
Plasma_Cell	FAM174A
Plasma_Cell	C11orf53
Plasma_Cell	LINC01358
Plasma_Cell	PDLIM3
Plasma_Cell	CREB3L2
Plasma_Cell	B4GALT3
Plasma_Cell	HSPA13
Plasma_Cell	EYA2
Plasma_Cell	SLC38A10
Plasma_Cell	IGKV1-16
Plasma_Cell	LINC02456
Plasma_Cell	IGHV3-49
Plasma_Cell	IGLVI-70
Plasma_Cell	IGLV9-49
Plasma_Cell	IGHV1-69D
Plasma_Cell	PDIA2
Plasma_Cell	RGS13
Plasma_Cell	IGKV2D-29
Plasma_Cell	IGHV3-69-1
Plasma_Cell	IGKV1-27
Plasma_Cell	TMEM125
Plasma_Cell	IGLV3-10
Plasma_Cell	IGHV2-70D
Plasma_Cell	EDEM2
Plasma_Cell	IGKV3D-20
